Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","57","Bélarus","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","466","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","57","Bélarus","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","57","Bélarus","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","168","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","255","Belgique","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","470","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","255","Belgique","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","303","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","255","Belgique","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","639","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","23","Belize","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","23","Belize","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","53","Bénin","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","53","Bénin","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","117","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","53","Bénin","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","19","Bolivie (État plurinational de)","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","485","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","19","Bolivie (État plurinational de)","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","19","Bolivie (État plurinational de)","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","80","Bosnie-Herzégovine","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","62","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","80","Bosnie-Herzégovine","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","80","Bosnie-Herzégovine","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","20","Botswana","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","14095","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","21","Brésil","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4012","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","27","Bulgarie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","118","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","27","Bulgarie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","108","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","27","Bulgarie","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","46","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","233","Burkina Faso","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","42","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","233","Burkina Faso","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","29","Burundi","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","29","Burundi","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","35","Cabo Verde","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","35","Cabo Verde","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","28","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","80","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","33","Canada","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1474","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","33","Canada","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","177","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","33","Canada","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","146","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","40","Chili","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","762","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","40","Chili","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","160","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","40","Chili","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","157","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20728","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1567","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1209","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","25","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","821","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","607","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20045","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","504","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","594","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","654","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","217","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1630","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","90","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","45","Comores","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","45","Comores","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","46","Congo","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","46","Congo","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","113","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","46","Congo","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","136","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","51","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","64","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","25","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","284","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","156","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","141","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","142","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1451","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","46","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","144","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5911","Exportations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","47","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","Émirats arabes unis","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","609","Im","Données de la FAO basées sur une méthodologie d'imputation"
